Spell,Publisher,Source,Concentration,Ritual,Rare Spell Count,Spell Level,Artificer,Bard,Cleric,Druid,Elementalist,Herald,Sorcerer,Warlock,Wielder,Witch,Wizard,Classical School,acid,affliction,air,arcane,architecture,attack,beasts,chaos,cold,communication,compulsion,control,displacement,divine,earth,enhancement,evil,fear,fire,force,good,healing,knowledge,law,lightning,movement,nature,necrotic,negation,object,obscurement,planar,plants,poison,prismatic,protection,psionic,psychic,radiant,scrying,senses,shadow,shapechanging,sound,storm,summoning,technological,telepathy,teleportation,terrain,thunder,time,transformation,travel,unarmed,undead,utility,water,weaponry,weather,Multiclass
Create Undead,EN Publishing,Adventurer's Guide,0,0,0,6,0,0,1,0,0,0,0,1,0,1,1,Necromancy,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Creation,EN Publishing,Adventurer's Guide,0,0,0,5,1,0,0,0,0,0,1,0,0,0,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cruel Puppeteer,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,4,0,0,0,1,0,0,0,1,0,1,1,Enchantment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crushing Haymaker,EN Publishing,Adventurer's Guide,0,0,0,3,1,0,1,0,0,1,1,1,0,0,0,Evocation,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Cupid's Arrow,Purple Martin Games,Arcane Sniper,0,0,0,3,0,1,1,1,0,0,0,1,0,0,0,Enchantment,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cure Wounds,EN Publishing,Adventurer's Guide,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dagger, Dagger, Dagger",Ravine,Pamphlet to Arcane Weaponry,1,0,2,3,0,1,0,0,0,0,1,1,0,0,1,Conjuration,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dance of War,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adept
Dancing Lights,EN Publishing,Adventurer's Guide,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Darklight,EN Publishing,Adventurer's Guide,0,0,1,3,0,0,0,1,0,0,1,0,0,1,1,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Darkness,EN Publishing,Adventurer's Guide,1,0,1,2,0,0,0,0,0,0,1,1,0,1,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darkvision,EN Publishing,Adventurer's Guide,0,0,0,2,1,0,0,1,0,0,1,0,0,0,1,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dawn Bolts,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,3,0,0,1,1,0,0,0,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Daylight,EN Publishing,Adventurer's Guide,0,0,0,3,0,0,1,1,0,1,1,0,0,1,0,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadfall,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deadweight,EN Publishing,Adventurer's Guide,1,0,0,2,1,0,0,1,0,1,1,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Death Ward,EN Publishing,Adventurer's Guide,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delayed Blast Fireball,EN Publishing,Adventurer's Guide,1,0,0,7,0,0,0,0,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dementing Touch,EN Publishing,Adventurer's Guide,1,0,0,5,0,1,0,0,0,0,1,1,0,0,1,Enchantment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demiplane,EN Publishing,Adventurer's Guide,0,0,0,8,0,0,0,0,0,0,0,1,0,1,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detect Evil and Good,EN Publishing,Adventurer's Guide,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Divination,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detect Magic,EN Publishing,Adventurer's Guide,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detect Poison and Disease,EN Publishing,Adventurer's Guide,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,Divination,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detect Thoughts,EN Publishing,Adventurer's Guide,1,0,1,2,0,1,0,0,0,0,1,0,0,0,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Detonating Shard,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,Conjuration,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detonating Shot,Purple Martin Games,Arcane Sniper,0,0,1,2,0,0,1,0,0,0,1,1,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dimension Door,EN Publishing,Adventurer's Guide,0,0,0,4,1,1,0,0,0,0,1,1,0,1,1,Conjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dimensional Rend,Purple Martin Games,"Manual of Adventurous Resources, Vol.4: Battlemages",0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Disguise Self,EN Publishing,Adventurer's Guide,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,Illusion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Disintegrate,EN Publishing,Adventurer's Guide,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,Transmutation,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dispel Evil and Good,EN Publishing,Adventurer's Guide,1,0,1,5,0,0,1,0,0,1,0,0,0,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dispel Magic,EN Publishing,Adventurer's Guide,0,0,1,3,1,1,1,1,0,1,1,1,0,1,1,Abjuration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Disrupting Thoughts,Ravine,Agent of the Magus,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Enchantment,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISTRACTION,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,Evocation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divination,EN Publishing,Adventurer's Guide,0,1,0,4,0,0,1,0,0,0,0,1,0,1,0,Divination,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Divine Favor,EN Publishing,Adventurer's Guide,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Evocation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Divine Word,EN Publishing,Adventurer's Guide,0,0,1,7,0,0,1,0,0,0,0,0,0,1,0,Evocation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominate Beast,EN Publishing,Adventurer's Guide,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,Enchantment,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominate Monster,EN Publishing,Adventurer's Guide,1,0,0,8,0,1,0,0,0,0,1,1,0,1,1,Enchantment,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominate Person,EN Publishing,Adventurer's Guide,1,0,0,5,0,1,0,0,0,0,1,0,0,1,1,Enchantment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Draining Blade,Ace's Adventuring Guides,Ace's Adventuring Guide to Necromancy: A Supplement,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,Transmutation,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Draining Nova,EN Publishing,Adventurer's Guide,0,0,0,4,0,0,1,1,0,0,1,1,0,0,1,Necromancy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Draining Staff,Ravine,Pamphlet to Arcane Weaponry,1,0,2,2,0,0,0,1,0,0,1,1,0,0,1,Conjuration,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dramatic Sting,EN Publishing,Adventurer's Guide,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,Enchantment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dream,EN Publishing,Adventurer's Guide,0,0,1,5,0,1,0,0,0,0,0,1,0,1,1,Illusion,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Driving Rain,Purple Martin Games,Spells of the Forgotten Vault,1,0,1,2,0,0,0,1,1,0,1,0,0,0,1,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Druidcraft,EN Publishing,Adventurer's Guide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dynamism,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Transmutation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earth Barrier,EN Publishing,Adventurer's Guide,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,Abjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earthbed,Purple Martin Games,Spells of the Forgotten Vault,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,Necromancy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Earthquake,EN Publishing,Adventurer's Guide,1,0,1,8,0,0,1,1,0,0,1,0,0,1,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Earthworks,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,3,0,0,0,1,1,0,1,0,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Earworm,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Enchantment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eavesdrop,EN Publishing,Gate Pass Gazette #6,0,0,0,4,0,0,1,0,0,1,0,0,0,0,1,Divination,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echolocation,Josh Gentry,Hymn of the Hinterlands: The Harpy Heritage,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Divination,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edict: Arrest,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,2,0,1,1,1,0,0,0,1,0,1,0,Enchantment,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edict: Away,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,Evocation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edict: Collapse,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,3,0,1,1,1,0,0,0,1,0,1,0,Enchantment,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edict: Flee,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,4,0,1,1,1,0,0,0,1,0,1,0,Enchantment,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edict: Ignite,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edict: No,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,7,0,1,1,0,0,0,0,1,0,1,0,Enchantment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edict: Suffer,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,9,0,1,1,0,0,0,0,1,1,1,0,Necromancy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effigy,Purple Martin Games,Spells of the Forgotten Vault,1,0,0,3,0,0,0,1,0,0,0,1,0,1,1,Enchantment,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elan Transmogrification,Josh Gentry,Slice of Psionics: The Elan Heritage,0,0,1,5,0,0,`1,0,0,0,0,1,0,0,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Elder Sign,Purple Martin Games,"Manual of Adventurous Resources, Vol.1: Wilderness",0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,Abjuration,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eldritch Cube,EN Publishing,Adventurer's Guide,1,0,1,5,1,0,0,0,0,0,0,1,0,0,1,Conjuration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elemental Bulwark,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,2,0,0,1,1,1,0,1,0,0,1,0,Abjuration,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elemental Manipulation,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,Transmutation,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Elemental Rebound,Purple Martin Games,"Manual of Adventurous Resources, Vol.5: Elements",0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,Abjuration,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enervating Light,EN Publishing,Adventurer's Guide,1,0,0,4,0,0,1,0,0,0,1,1,0,0,1,Necromancy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Enforced Rationality,Purple Martin Games,Spells of the Forgotten Vault,0,0,0,3,0,0,1,0,0,1,0,0,1,0,1,Enchantment,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enhance Ability,EN Publishing,Adventurer's Guide,1,0,1,2,1,1,1,1,0,0,0,0,0,1,1,Transmutation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enlarge/Reduce,EN Publishing,Adventurer's Guide,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,Transmutation,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
